show_id,type,title,director,cast,country,date_added,release_year,rating,genres,language,description,popularity,vote_count,vote_average,budget,revenue,poster_url,updated_type,duration_mins,content_rating
31967,Movie,Dante's Inferno: An Animated Epic,"Lee Seung-Gyu, Victor Cook, Jong-Sik Nam, Mike Disa, Yasuomi Umetsu, Shuko Murase, Sangjin Kim","Graham McTavish, Vanessa Branch, Peter Jessop, Steve Blum, Mark Hamill","United States of America, Japan, Singapore, South Korea",2010-02-09,2010,6.941,"Action, Adventure, Animation, Horror",en,"Dante journeys through the nine circles of Hell -- limbo, lust, gluttony, greed, anger, heresy, violence, fraud and treachery -- in search of his true love, Beatrice. An animated version of the video game of the same name.",16.793,520,6.941,0,0,https://image.tmdb.org/t/p/w500/3HEKlPhoji9i6mJAImI1A98KNzv.jpg,,,
51533,Movie,Let the Bullets Fly,Jiang Wen,"Jiang Wen, Chow Yun-Fat, Ge You, Carina Lau Kar-Ling, Shao Bing","China, Hong Kong",2010-12-20,2010,7.8,"Action, Comedy",zh,"When circumstances force an outlaw to impersonate a county governor and clean up a corrupt town, the Robin Hood figure finds himself in a showdown with the local godfather.",16.78,300,7.8,0,104731450,https://image.tmdb.org/t/p/w500/pkwBO3XkQLhgb31vl5ZwmGC5meT.jpg,movie,132,
32823,Movie,Get Him to the Greek,Nicholas Stoller,"Jonah Hill, Russell Brand, Rose Byrne, Elisabeth Moss, Tyler McKinney",United States of America,2010-06-03,2010,6.0,"Adventure, Comedy, Music",en,"Pinnacle records has the perfect plan to get their sinking company back on track: a comeback concert in LA featuring Aldous Snow, a fading rockstar who has dropped off the radar in recent years. Record company intern Aaron Green is faced with the monumental task of bringing his idol, out of control rock star Aldous Snow, back to LA for his comeback show.",16.656,1783,6.0,40000000,90029656,https://image.tmdb.org/t/p/w500/6g0li87w8LIK77QRUtOkQkM6bD7.jpg,,,
58496,Movie,Senna,Asif Kapadia,"Ayrton Senna, Alain Prost, Frank Williams, Ron Dennis, Viviane Senna","United Kingdom, United States of America, France",2010-10-07,2010,8.1,Documentary,en,"The remarkable story of Brazilian racing driver Ayrton Senna, charting his physical and spiritual achievements on the track and off, his quest for perfection, and the mythical status he has since attained, is the subject of Senna, a documentary feature that spans the racing legend's years as an F1 driver, from his opening season in 1984 to his untimely death a decade later.",16.643,1068,8.1,0,8212430,https://image.tmdb.org/t/p/w500/dmRfKme3j8mbTf4iTJd0L8wtaQa.jpg,,,
23742,Movie,Cop Out,Kevin Smith,"Bruce Willis, Tracy Morgan, Seann William Scott, Ana de la Reguera, Adam Brody",United States of America,2010-02-26,2010,5.5,"Action, Comedy, Crime",en,"Detectives Jimmy and Paul, despite nine years as partners, can still sometimes seem like polar oppositesâ€”especially when Paul's unpredictable antics get them suspended without pay. Already strapped for cash and trying to pay for his daughter's wedding, Jimmy decides to sell a rare baseball card that's worth tens of thousands. Unfortunately, when the collector's shop is robbed and the card vanishes with the crook, Paul and Jimmy end up going rogue, tracking down the card and the drug ring behind its theft, all on their own time and without any backupâ€”except for each other.",16.596,1519,5.5,30000000,55600000,https://image.tmdb.org/t/p/w500/qA31i7FPVDHezuoevx3497CvZd4.jpg,,,
97375,Movie,Detective Conan: The Lost Ship in the Sky,Yasuichiro Yamamoto,"Minami Takayama, Kappei Yamaguchi, Wakana Yamazaki, Rikiya Koyama, Megumi Hayashibara",Japan,2010-04-17,2010,7.1,"Animation, Crime, Mystery, Action",ja,"A terrorist group invades a laboratory containing a deadly bacteria and destroys the lab with an explosion. They later announce via the internet they have gained possession of the bacteria and declare themselves to be the Red Siamese Cats, a terrorist group that was eradicated a decade ago.",16.473,125,7.1,0,36407407,https://image.tmdb.org/t/p/w500/kthV4ZwXO37pfCFTbX1cHOYie4r.jpg,,,
51170,Movie,Open Season 3,Cody Cameron,"Matthew J. Munn, Nika Futterman, Maddie Taylor, Karley Scott Collins, Ciara Bravo",United States of America,2010-10-21,2010,5.6,"Adventure, Animation, Family, Comedy",en,"Boog, Elliot, and their forest friends return with an all-new adventure, this time in a Big Top Circus! The comedy begins when Boog's pals choose their family obligations over the annual guy's trip, and a disappointed Boog decides to take a trip of his own, which leads him right into the middle of a circus ring...literally. When he switches places with a devious look-a-like circus grizzly and falls for an alluring Russian troupe member, he'll come to realize that maybe you don't have to choose between family and friendship after all.",16.458,617,5.6,0,0,https://image.tmdb.org/t/p/w500/qEr9fkGLQUWcAnVfDV46L79bdFs.jpg,,,
183443,Movie,Monster High: New Ghoul at School,"Eric Radomski, Audu Paden","Kate Higgins, Salli Saffioti, Debi Derryberry, Laura Bailey, Yuri Lowenthal",United States of America,2010-10-31,2010,6.8,"Family, Animation, Fantasy",en,Being the new girl is totally terrifying. See what really happened during Frankie Stein's first week at Monster High!,16.43,48,6.8,0,0,https://image.tmdb.org/t/p/w500/vE8hYVOwJSGxy1vQq36tRiw4iuv.jpg,,,
42888,Movie,How Do You Know,James L. Brooks,"Reese Witherspoon, Paul Rudd, Owen Wilson, Jack Nicholson, Kathryn Hahn",United States of America,2010-12-17,2010,5.305,"Comedy, Drama, Romance",en,"After being cut from the USA softball team and feeling a bit past her prime, Lisa finds herself evaluating her life and in the middle of a love triangle, as a corporate guy in crisis competes with her current, baseball-playing beau.",16.422,992,5.305,120000000,48668907,https://image.tmdb.org/t/p/w500/jbOnp79eUZxQHgcdnTIRlxel1dE.jpg,,,
39957,Movie,Burning Bright,Carlos Brooks,"Briana Evigan, Garret Dillahunt, Charlie Tahan, Peggy Sheffield, Mary Rachel Quinn",United States of America,2010-08-17,2010,6.3,"Drama, Horror, Thriller",en,"After her lousy stepfather steals her savings to buy a vicious tiger, Kelly loses all hope of going to college. But Kelly's situation worsens when a hurricane leaves her and her autistic brother boarded up in their house with the man-eating beast. This edge-of-your-seat thriller follows the gutsy heroine and her younger sibling as they struggle to outwit the ravenous predator and find a way to survive.",16.401,276,6.3,0,58147,https://image.tmdb.org/t/p/w500/fRzCoP6quj8SuLjklN3k1nkhqP8.jpg,,,
58857,Movie,13 Assassins,Takashi Miike,"Koji Yakusho, Takayuki Yamada, YÃ»suke Iseya, Goro Inagaki, Kazue Fukiishi","Japan, United Kingdom",2010-09-09,2010,7.3,"Adventure, Drama, Action",ja,A bravado period action film set at the end of Japan's feudal era in which a group of unemployed samurai are enlisted to bring down a sadistic lord and prevent him from ascending to the throne and plunging the country into a war-torn future.,16.249,1141,7.3,6000000,17555141,https://image.tmdb.org/t/p/w500/yUsVsiVXUwClk4vSCx80vrdO6MV.jpg,movie,141,R
59421,Movie,Bedevilled,Jang Cheol-soo,"Seo Young-hee, Ji Sung-won, Baek Su-ryeon, Park Jeong-hak, Bae Sung-woo",South Korea,2010-08-19,2010,7.2,"Thriller, Crime, Drama, Horror",ko,"A woman subject to mental, physical, and sexual abuse on a remote island seeks a way out.",15.765,419,7.2,700000,0,https://image.tmdb.org/t/p/w500/mjKuhCvGRyuzT9ekC82okvbyI3K.jpg,,,
16290,Movie,Jackass 3D,Jeff Tremaine,"Johnny Knoxville, Bam Margera, Ryan Dunn, Steve-O, Chris Pontius",United States of America,2010-10-15,2010,6.6,"Comedy, Documentary, Action",en,"Johnny Knoxville, Bam Margera, Steve-O, Wee Man and the rest of their fearless and foolhardy friends take part in another round of outrageous pranks and stunts. In addition to standing in the path of a charging bull, launching themselves into the air and crashing through various objects, the guys perform in segments such as ""Sweatsuit Cocktail,"" ""Beehive Tetherball"" and ""Lamborghini Tooth Pull.""",15.68,1364,6.6,20000000,117224271,https://image.tmdb.org/t/p/w500/xV9utiBA3tcHVO6RDIGKDsE0Kq5.jpg,,,
34751,Movie,Free Willy: Escape from Pirate's Cove,Will Geiger,"Beau Bridges, Bindi Irwin, Matthew Dylan Roberts, Kevin Otto, Darron Meyer","South Africa, United States of America",2010-03-23,2010,6.2,"Family, Adventure, Drama",en,"After young Kirra leaves her Australian home to summer with her grandfather in South Africa, she soon discovers a baby orca stranded in the lagoon near her grandfatherâ€™s rundown seaside amusement park. She names the lonely whale Willy--and embarks on a great quest to lead the little guy back to his anxious pod.",15.658,183,6.2,0,0,https://image.tmdb.org/t/p/w500/48i53xuzGLmBOvigCLW2QO1ZLPE.jpg,,,
47407,Movie,Milf,Scott Wheeler,"Jack Cullison, Philip Marlatt, Joseph Booton, Ramon Camacho, Amy Lindsay",United States of America,2010-10-17,2010,4.489,Comedy,en,A group of nerdy college guys who can't seem to connect with girls their own age discover the excitement of hooking up with sexy older women.,15.649,89,4.489,500000,0,https://image.tmdb.org/t/p/w500/qBU82NPKF1LOAD9D3jLUqypyEdL.jpg,,,
49953,Movie,A Turtle's Tale: Sammy's Adventures,Ben Stassen,"Yuri Lowenthal, Gemma Arterton, Isabelle Fuhrman, Melanie Griffith, Tim Curry","Belgium, France, Italy, United States of America",2010-08-04,2010,6.003,"Animation, Family",en,"A sea turtle who was hatched in 1959 spends the next 50 years traveling the world while it is being changed by global warming. Born on a Baja, California beach in 1959, new hatchling Sammy must do what his fellow newborn sea turtles are doing: race across the beach to the ocean before they are captured by a seagull or crab. Thus begins Sammy's incredible fifty-year ocean journey. Along the way he meets his best friend, a fellow turtle named Ray, and overcomes obstacles both natural and man-made while trying to fulfill his dream of travelling around the world. Throughout his voyage, Sammy never forgets about Shelly - the turtle he saved on his first day and loves passionately from afar.",15.48,641,6.003,0,71594792,https://image.tmdb.org/t/p/w500/k5iNd9Uj1nyBZRZPwexcsvDVZ0O.jpg,,,
35056,Movie,Date Night,Shawn Levy,"Steve Carell, Tina Fey, Mark Wahlberg, Taraji P. Henson, Jimmi Simpson",United States of America,2010-04-08,2010,6.1,"Comedy, Action, Adventure",en,"Phil and Claire Foster fear that their mild-mannered relationship may be falling into a stale rut. During their weekly date night, their dinner reservation leads to their being mistaken for a couple of thievesâ€”and now a number of unsavoury characters want Phil and Claire killed.",15.339,2873,6.1,55000000,152300000,https://image.tmdb.org/t/p/w500/fATzjnadaMgKQlOWodHbGspOGJu.jpg,,,
103450,Movie,Nude,YÃ»ichi Onuma,"Naoko Watanabe, Ken Mitsuishi, Aimi Satsukawa, Mihiro, Tsuyoshi GotÃ´",Japan,2010-09-18,2010,6.5,Drama,ja,"After graduating high school, Hiromi moves from the coastal town of Niigata to Tokyo in the hopes of becoming a famous actress. Her dream seemingly comes true as a manager scouts her off the street. He recruits her as a model but it's actually to be a ""nude"" model. It's not exactly what Hiromi was looking for, but she can't turn down the opportunity. As her career dwindles, the manager coerces her to make the jump to AV and Hiromi gains a new identity as Mihiro.",15.317,9,6.5,0,0,https://image.tmdb.org/t/p/w500/vOOUMCupUR8UrETMW3Y0eKkB2p7.jpg,movie,103,
44040,Movie,Devil,John Erick Dowdle,"Chris Messina, Bojana NovakoviÄ‡, Jenny O'Hara, Logan Marshall-Green, Jacob Vargas",United States of America,2010-09-16,2010,6.1,"Horror, Mystery, Thriller",en,"A group of people are trapped in an elevator high above Philadelphia, and one of them is the devil.",15.29,2899,6.1,10000000,33583175,https://image.tmdb.org/t/p/w500/aivXPSi53H95BoUa5njEYso389s.jpg,movie,80,PG-13
41180,Movie,The Client List,Eric Laneuville,"Jennifer Love Hewitt, Teddy Sears, Sonja Bennett, Lynda Boyd, Chelah Horsdal",United States of America,2010-07-19,2010,5.9,"Drama, TV Movie",en,"After she and her husband lose their jobs, a former Texas homecoming queen inadvertently finds herself in the middle of a prostitution ring after she unknowingly accepts a position at a massage parlor.",15.235,259,5.9,0,0,https://image.tmdb.org/t/p/w500/14T9c7aBwYlsqAc3ShzHBJwD44T.jpg,tv,40,TV-14
72013,Movie,Yu-Gi-Oh!: Bonds Beyond Time,Kenichi Takeshita,"Yuya Miyashita, KENN, Shunsuke Kazama, Atsushi Tamura, Jirou Jay Takasugi",Japan,2010-01-23,2010,6.5,"Animation, Fantasy",ja,"After falling through a time-slip, Yusei Fudo (who has just had his powerful card stolen by a mysterious stranger) meets with Jaden Yuki and Yugi Muto, who agree to help Yusei defeat the evil Paradox, who is planning to destroy Pegasus before he can invent Duel Monsters.",15.211,131,6.5,0,3156482,https://image.tmdb.org/t/p/w500/2HQ3KI4uFfB6A4cuYhmmd25n0ah.jpg,,,
50087,Movie,PokÃ©mon: Zoroark - Master of Illusions,Kunihiko Yuyama,"Rica Matsumoto, Ikue Otani, Yuji Ueda, Megumi Toyoguchi, Etsuko Kozakura",Japan,2010-07-10,2010,6.7,"Family, Animation, Adventure, Fantasy",ja,Ash and his friends must stop a greedy media mogul from using the shape-shifting Zoroark to capture the time-travelling Celebi.,15.193,215,6.7,0,71143529,https://image.tmdb.org/t/p/w500/tWgH64RZmm2rIHtO2DNnfN3DZa8.jpg,,,
44945,Movie,Trust,David Schwimmer,"Clive Owen, Catherine Keener, Liana Liberato, Jason Clarke, Viola Davis",United States of America,2010-09-10,2010,6.6,"Crime, Drama, Thriller",en,"A suburban family is torn apart when fourteen-year-old Annie meets her first boyfriend online. After months of communicating via online chat and phone, Annie discovers her friend is not who he originally claimed to be. Shocked into disbelief, her parents are shattered by their daughter's actions and struggle to support her as she comes to terms with what has happened to her once innocent life.",15.156,968,6.6,9500000,120000,https://image.tmdb.org/t/p/w500/n9GS1mUAVMiC3gBn9rb8jrDoK4D.jpg,movie,86,R
43956,Movie,Tom and Jerry Meet Sherlock Holmes,"Jeff Siergey, Spike Brandt","Michael York, Malcolm McDowell, John Rhys-Davies, Billy West, Grey DeLisle",United States of America,2010-08-24,2010,6.4,"Animation, Comedy, Mystery, Family",en,"Tom and Jerry need to learn to work together in order to help Sherlock Holmes with an investigation of a jewel theft. But still, they are cat and mouse!",14.813,87,6.4,0,0,https://image.tmdb.org/t/p/w500/8YLgPSsiDrZMO4yxycMZNcdE5iW.jpg,,,
50542,Movie,Under the Hawthorn Tree,Zhang Yimou,"Li Xuejian, Cheng Taishen, Zhou Dongyu, Sa Rina, He Xiaoyu",China,2010-09-16,2010,7.8,"Drama, Romance",zh,"The daughter of a right-winger, schoolgirl Jing Qiu is sent to the countryside for reeducation, and tasked to help write a textbook. There she meets Lao San, a young soldier with a bright future ahead. Despite the class divide and parental disapproval, romance blooms against turbulent times.",14.784,140,7.8,0,0,https://image.tmdb.org/t/p/w500/xWMGWlhRVVKd666QaBR7D7Hd7og.jpg,,,
45284,Movie,Outrage,Takeshi Kitano,"Takeshi Kitano, Kippei Shiina, Ryo Kase, Tomokazu Miura, Fumiyo Kohinata","France, Japan",2010-05-17,2010,6.909,"Action, Adventure, Crime, Thriller",ja,"When a tough yakuza gangster is betrayed by his bosses, it means all out war. Bodies pile up as he takes out everyone in his way to the top in a brutal quest for revenge.",14.671,428,6.909,0,8428636,https://image.tmdb.org/t/p/w500/6aIvlRYCy6DvlYSQF60yYautpO9.jpg,movie,78,NR
44092,Movie,Reign of Assassins,Su Chaobin,"Michelle Yeoh, Jung Woo-sung, Wang Xueqi, Barbie Hsu, Shawn Yue Man-Lok","China, Hong Kong, Taiwan",2010-09-01,2010,6.894,"Action, Adventure",zh,"Set in ancient China, Zeng Jing is a skilled assassin who finds herself in possession of a mystical Buddhist monk's remains. She begins a quest to return the remains to its rightful resting place, and thus places herself in mortal danger because a team of assassins is in a deadly pursuit to possess the remains which holds an ancient power-wielding secret.",14.632,251,6.894,12000000,0,https://image.tmdb.org/t/p/w500/jIQAm7YlBoZqllu4gbnagRlO9NY.jpg,movie,117,R
49852,Movie,The Nutcracker,Andrei Konchalovsky,"Elle Fanning, Nathan Lane, John Turturro, Frances de la Tour, Charlie Rowe","United Kingdom, Hungary",2010-11-24,2010,5.1,"Music, Fantasy, Family, Adventure",en,"In 1920s Vienna, a young girl receives a magical doll on Christmas Eve.",14.574,189,5.1,90000000,17177993,https://image.tmdb.org/t/p/w500/t65NpiPG0XXvMd4HL9Hude3sZKN.jpg,,,
45132,Movie,Super,James Gunn,"Rainn Wilson, Elliot Page, Liv Tyler, Kevin Bacon, Gregg Henry",United States of America,2010-11-26,2010,6.538,"Comedy, Action, Drama",en,"After his wife falls under the influence of a drug dealer, an everyday guy transforms himself into Crimson Bolt, a superhero with the best intentions, though he lacks for heroic skills.",14.298,1597,6.538,2500000,1185012,https://image.tmdb.org/t/p/w500/Sw4nK25cYJs6DQYPKqC54FWTik.jpg,,,
63700,Movie,My Babysitter's a Vampire,Bruce McDonald,"Matthew Knight, Vanessa Morgan, Atticus Mitchell, Cameron Kennedy, Kate Todd",Canada,2010-10-09,2010,7.0,"Comedy, Adventure, Fantasy, TV Movie",en,"Geeky 14-year old Ethan is left to babysit his younger sister, Jane, with his best friend Benny but after Ethan inadvertently puts Jane in harm's way, his parents hire a professional babysitter, the beautiful yet mysterious 17-year-old Sarah who, unbeknownst to them, is actually a fledgling vampire.",14.187,393,7.0,2181579,0,https://image.tmdb.org/t/p/w500/bBH0zyyMblIecCWgc4zDGT5KaNA.jpg,,,
51256,Movie,Donkey's Christmas Shrektacular,Walt Dohrn,"Mike Myers, Eddie Murphy, Cameron Diaz, Antonio Banderas, Walt Dohrn",United States of America,2010-12-07,2010,5.9,"Fantasy, Animation, Comedy, Family",en,"Deck the halls with Donkeyâ€™s laughter in this all-new holiday collection. Donkey presents his very own carolling stage show featuring his Far Far Away pals in this merry, musical treat with all the trimmings! Join in the fun as they bring their own Shrektacular spirit to festive holiday songs, a fun Donkey Decoration scramble, and a hilarious virtual Yule Log thatâ€™s so funnyâ€¦ itâ€™s on fire.",14.182,176,5.9,0,0,https://image.tmdb.org/t/p/w500/9VndinS8opLxtWtVLhBUFyqdbdu.jpg,,,
39681,Movie,Seven Days,Podz,"Claude Legault, RÃ©my Girard, Martin Dubreuil, Fanny Mallette, Rose-Marie Coallier",Canada,2010-06-22,2010,6.3,"Drama, Horror, Thriller",fr,"Like many happy people, Bruno Hamel is leading an uneventful life until one afternoon, when his daughter is raped and murdered. When the murderer is arrested, a terrible project germinates in Bruno's darkened mind. He plans to capture the ""monster"" and make him pay for his crime.",14.137,217,6.3,0,0,https://image.tmdb.org/t/p/w500/S4RzpajATNmKbI76IDDUJNJdsH.jpg,,,
38579,Movie,Marmaduke,Tom Dey,"Owen Wilson, Emma Stone, George Lopez, Caroline Sunshine, Finley Jacobsen",United States of America,2010-06-03,2010,5.2,"Family, Comedy",en,"When Phil and Debbie Winslow relocate from their native Kansas to the sunny climes of Orange County, their big-hearted, havoc-wreaking Great Dane gets a taste of the dog's life, California-style.",14.108,756,5.2,50000000,83761844,https://image.tmdb.org/t/p/w500/bMUhBeMp0vLQzaPBX0izFdnFvh0.jpg,movie,87,
26390,Movie,Brooklyn's Finest,Antoine Fuqua,"Richard Gere, Don Cheadle, Ethan Hawke, Wesley Snipes, Vincent D'Onofrio",United States of America,2010-03-04,2010,6.3,"Crime, Drama, Thriller",en,Enforcing the law within the notoriously rough Brownsville section of the city and especially within the Van Dyke housing projects is the NYPD's sixty-fifth precinct. Three police officers struggle with the sometimes fine line between right and wrong.,14.005,908,6.3,17000000,45700000,https://image.tmdb.org/t/p/w500/9ZyJJpMsc3bF8gduDaxo0zo1gwK.jpg,,,
89636,Movie,Dragon Ball Z: Plan to Eradicate the Super Saiyans,Yoshihiro Ueda,"Masako Nozawa, Ryo Horikawa, Takeshi Kusao, Toshio Furukawa, Ryusei Nakao",Japan,2010-11-11,2010,7.139,"Action, Animation, Adventure",ja,"Dr. Raichi is one of the only survivors of the Tuffles, a race that once lived on Planet Plant before the coming of the Saiyans. The Saiyans not only massacred the entire Tuffle race, but also stole their technology and conquered the planet, renaming it Planet Vegeta in honor of their king. Raichi managed to escape with a capsule and found refuge on the Dark Planet, a world at the end of the universe. His only wish is to eradicate the last remaining Saiyans.",14.0,295,7.139,0,0,https://image.tmdb.org/t/p/w500/qPv8avE1joxywziPMd49k6yINJp.jpg,,,
22972,Movie,Green Zone,Paul Greengrass,"Matt Damon, Greg Kinnear, Brendan Gleeson, Amy Ryan, Khalid Abdalla","France, Japan, Spain, United Kingdom, United States of America",2010-03-11,2010,6.5,"War, Action, Adventure, Drama, Thriller",en,"During the U.S.-led occupation of Baghdad in 2003, Chief Warrant Officer Roy Miller and his team of Army inspectors are dispatched to find weapons of mass destruction believed to be stockpiled in the Iraqi desert. Rocketing from one booby-trapped and treacherous site to the next, the men search for deadly chemical agents but stumble instead upon an elaborate cover-up that threatens to invert the purpose of their mission.",13.96,2198,6.5,100000000,94882889,https://image.tmdb.org/t/p/w500/czFIaeukSxNEccysQeys1PCkuOG.jpg,,,
50037,Movie,Beyond the Black Rainbow,Panos Cosmatos,"Michael J Rogers, Eva Bourne, Scott Hylands, Marilyn Norry, Rondel Reynoldson",Canada,2010-12-03,2010,5.7,"Science Fiction, Horror, Mystery",en,"Deep within the mysterious Arboria Institute, a disturbed and beautiful girl is held captive by a doctor in search of inner peace. Her mind controlled by a sinister technology. Silently, she waits for her next session with deranged therapist Dr. Barry Nyle. If she hopes to escape, she must journey through the darkest reaches of The Institute, but Nyle wonÊ¼t easily part with his most gifted and dangerous creation.",13.94,357,5.7,1100000,0,https://image.tmdb.org/t/p/w500/uhomcCTQ3lO8L6mLhkCMypsnroO.jpg,movie,110,R
43552,Movie,Vanishing on 7th Street,Brad Anderson,"Hayden Christensen, Thandiwe Newton, John Leguizamo, Neal Huff, Jacob Latimore",United States of America,2010-09-11,2010,5.3,"Mystery, Horror, Thriller",en,"A mysterious global blackout yields countless populations to simply vanish, leaving only their clothes and possessions behind. A small handful of survivors band together in a dimly-lit tavern on 7th Street, struggling to combat the apocalyptic horror. Realizing they may in fact be the last people on earth, a dark shadow hones in on them alone.",13.772,578,5.3,10000000,1671196,https://image.tmdb.org/t/p/w500/8LkZFmL2UHbmP7UnjlRP5gqvvqh.jpg,movie,92,R
56743,Movie,Elena Undone,Nicole Conn,"Necar Zadegan, Thunderbird Dinwiddie, Gary Weeks, Sam Harris, Connor Kramme",United States of America,2010-06-25,2010,6.9,"Drama, Romance",en,The wife of a pastor who preaches against homosexuality embarks on an affair with a female writer.,13.717,166,6.9,0,0,https://image.tmdb.org/t/p/w500/m4SDHYqLbYHnq5Lb6XPZPHgBbID.jpg,,,
39691,Movie,Cats & Dogs: The Revenge of Kitty Galore,Brad Peyton,"James Marsden, Nick Nolte, Christina Applegate, Bette Midler, Pascale Hutton","United States of America, Australia",2010-07-29,2010,5.2,"Family, Adventure, Comedy, Fantasy, Action, Animation",en,The ongoing war between the canine and feline species is put on hold when they join forces to thwart a rogue cat spy with her own sinister plans for conquest.,13.713,643,5.2,85000000,112483764,https://image.tmdb.org/t/p/w500/cQLzJSZz3dDEnWXwYjkk8NFSeQp.jpg,,,
41210,Movie,The Switch,"Will Speck, Josh Gordon","Jennifer Aniston, Jason Bateman, Patrick Wilson, Thomas Robinson, Jeff Goldblum",United States of America,2010-05-11,2010,6.2,"Comedy, Romance, Drama",en,"Kassie is a smart, fun-loving single woman who, despite her neurotic best friend Wallyâ€™s objections, decides itâ€™s time to have a baby â€“ even if it means doing it herselfâ€¦ with a little help from a charming sperm donor. But, unbeknownst to her, Kassieâ€™s plans go awry because of a last-minute switch that isnâ€™t discovered until seven years laterâ€¦ when Wally gets acquainted with Kassieâ€™s cute, though slightly neurotic, son.",13.691,1903,6.2,19000000,49830607,https://image.tmdb.org/t/p/w500/iejk4FqKS2Kj58cDBjAiuyBORWt.jpg,,,
12819,Movie,Alpha and Omega,"Anthony Bell, Ben Gluck","Justin Long, Hayden Panettiere, Dennis Hopper, Danny Glover, Larry Miller","India, United States of America",2010-09-16,2010,5.9,"Animation, Family, Comedy, Adventure, Romance",en,"Two young wolves at opposite ends of their pack's social order are thrown together into a foreign land and need each other to return home, but love complicates everything.",13.599,512,5.9,20000000,50507267,https://image.tmdb.org/t/p/w500/7YVyH5sS6kLQRsSDF5dhhR0BWeh.jpg,movie,88,PG
42194,Movie,Tekken,Dwight H. Little,"Jonathan Patrick Foo, Kelly Overton, Cary-Hiroyuki Tagawa, Ian Anthony Dale, Luke Goss","Japan, United States of America",2010-03-20,2010,5.4,"Crime, Drama, Action, Thriller, Science Fiction",en,"In the year of 2039, after World Wars destroy much of the civilization as we know it, territories are no longer run by governments, but by corporations; the mightiest of which is the Mishima Zaibatsu. In order to placate the seething masses of this dystopia, Mishima sponsors Tekken, a tournament in which fighters battle until only one is left standing.",13.226,690,5.4,30000000,967000,https://image.tmdb.org/t/p/w500/1xO2LirDZstkqZic1FwfK6GJIHH.jpg,,,
86184,Movie,Doraemon: Nobita's Great Battle of the Mermaid King,KÅzÅ Kusuba,"Wasabi Mizuta, Chiaki Fujimoto, Megumi Oohara, Tomokazu Seki, Yumi Kakazu",Japan,2010-03-06,2010,7.1,"Adventure, Family, Animation, Fantasy",ja,"When Nobita goes diving with Doraemon, a mermaid named Sophia comes close to him and they all befriend her. When they proceed towards her kingdom, they encounter a fight between two opposing tribes.",13.198,64,7.1,0,34702573,https://image.tmdb.org/t/p/w500/lvi0MjGJvWPAAqQaxCwwMsLqBG8.jpg,movie,100,
37414,Movie,The Killer Inside Me,Michael Winterbottom,"Casey Affleck, Kate Hudson, Jessica Alba, Ned Beatty, Tom Bower","Canada, Sweden, United Kingdom, United States of America",2010-02-19,2010,5.8,"Crime, Drama, Thriller",en,"Deputy Sheriff Lou Ford is a pillar of the community in his small west Texas town, patient and apparently thoughtful. Some people think he is a little slow and maybe boring, but that is the worst they say about him. But then nobody knows about what Lou calls his ""sickness"": He is a brilliant, but disturbed sociopathic sadist.",13.148,587,5.8,13000000,3977192,https://image.tmdb.org/t/p/w500/fhmdzywgGF9cvoLPuW8qqDn0Gtx.jpg,,,
48838,Movie,London Boulevard,William Monahan,"Colin Farrell, Keira Knightley, David Thewlis, Anna Friel, Ben Chaplin","United Kingdom, United States of America",2010-11-10,2010,5.9,"Drama, Crime",en,A parolee falls for a reclusive movie star while trying to evade a ruthless gangster.,13.124,751,5.9,25000000,8307227,https://image.tmdb.org/t/p/w500/naQKmThKMtlur92CDgCP6b9aoQE.jpg,,,
35690,Movie,The Last Song,Julie Anne Robinson,"Miley Cyrus, Greg Kinnear, Bobby Coleman, Liam Hemsworth, Hallock Beals",United States of America,2010-03-31,2010,7.2,"Drama, Family, Romance",en,"A drama centered on a rebellious girl who is sent to a Southern beach town for the summer to stay with her father. Through their mutual love of music, the estranged duo learn to reconnect.",13.119,3312,7.2,20000000,89137047,https://image.tmdb.org/t/p/w500/uFUL1SNHcMwfn8swyI9Hh8JfeFz.jpg,,,
37034,Movie,True Legend,Yuen Woo-Ping,"Vincent Zhao Wenzhuo, Zhou Xun, Andy On Chi-Kit, Guo Xiaodong, Jay Chou","China, Hong Kong, United States of America",2010-02-09,2010,6.6,"Action, Fantasy",zh,"Su Qi-Er, a wealthy man living during the Qing Dynasty who loses his fortune and reputation as a result of a conspiracy against him. After being forced out onto the streets, Su dedicates his life to martial arts and reemerges as a patriotic hero known as the ""King of Beggars.""",12.973,221,6.6,20000000,6820000,https://image.tmdb.org/t/p/w500/6UICxESwvJbvRHdgT0jenH1xPmW.jpg,,,
54551,Movie,Banana,"Kyle Balda, Samuel Tourneux",Pierre Coffin,United States of America,2010-12-13,2010,7.095,"Animation, Family, Comedy",en,The Minions fight over a delicious banana... but is that all they want?!,12.863,283,7.095,0,0,https://image.tmdb.org/t/p/w500/3T0boyFV7RsKFddBipzEsh9OetW.jpg,,,
60695,Movie,Sundays at Tiffany's,Mark Piznarski,"Alyssa Milano, Eric Winter, Kristin Booth, Emily Alyn Lind, Ivan Sergei",United States of America,2010-12-06,2010,6.5,"Drama, Romance, TV Movie",en,"Jane, a soon-to-be-married woman, is reunited with her imaginary friend Michael who returns in a human form. Soon, Jane begins doubting her feelings for her fiance as she gets attracted to Michael.",12.757,90,6.5,0,0,https://image.tmdb.org/t/p/w500/95wNSQvguF9XdGP3KMeIbsVHU6b.jpg,movie,88,
