subscription_id,user_id,plan_type,monthly_fee,start_date,end_date,status
5815,5815,Basic,199,2019-08-11,,Active
5816,5816,Standard,499,2023-08-17,,Active
5817,5817,Standard,499,2018-06-28,,Active
5818,5818,Basic,199,2019-10-28,2022-05-28,Cancelled
5819,5819,Basic,199,2025-10-06,2030-07-06,Cancelled
5820,5820,Premium,649,2023-12-31,2026-05-31,Cancelled
5821,5821,Basic,199,2019-05-27,,Active
5822,5822,Basic,199,2018-12-08,,Active
5823,5823,Standard,499,2020-05-11,2020-12-11,Cancelled
5824,5824,Premium,649,2025-11-04,,Active
5825,5825,Premium,649,2025-06-19,,Active
5826,5826,Premium,649,2022-01-24,,Active
5827,5827,Standard,499,2025-10-25,2026-04-25,Cancelled
5828,5828,Basic,199,2021-12-20,,Active
5829,5829,Premium,649,2018-06-16,2022-02-16,Cancelled
5830,5830,Premium,649,2021-07-14,,Active
5831,5831,Standard,499,2018-04-21,2020-10-21,Cancelled
5832,5832,Basic,199,2022-09-21,,Active
5833,5833,Basic,199,2021-04-01,2023-02-01,Cancelled
5834,5834,Basic,199,2018-07-05,,Active
5835,5835,Basic,199,2025-04-18,,Active
5836,5836,Premium,649,2018-09-08,2020-12-08,Cancelled
5837,5837,Premium,649,2018-03-25,,Active
5838,5838,Premium,649,2025-05-10,,Active
5839,5839,Basic,199,2022-07-17,2026-03-17,Cancelled
5840,5840,Basic,199,2021-05-07,,Active
5841,5841,Premium,649,2019-04-23,2023-01-23,Cancelled
5842,5842,Premium,649,2018-08-25,2021-06-25,Cancelled
5843,5843,Standard,499,2022-04-15,2024-07-15,Cancelled
5844,5844,Standard,499,2025-11-12,2029-09-12,Cancelled
5845,5845,Standard,499,2025-03-06,2027-08-06,Cancelled
5846,5846,Premium,649,2023-03-05,2025-05-05,Cancelled
5847,5847,Basic,199,2023-07-13,2026-01-13,Cancelled
5848,5848,Standard,499,2019-02-13,,Active
5849,5849,Premium,649,2025-10-11,,Active
5850,5850,Premium,649,2023-05-26,,Active
5851,5851,Premium,649,2020-03-15,,Active
5852,5852,Standard,499,2024-12-11,2029-10-11,Cancelled
5853,5853,Premium,649,2020-08-22,,Active
5854,5854,Standard,499,2020-10-07,,Active
5855,5855,Premium,649,2020-09-30,,Active
5856,5856,Premium,649,2020-01-08,2024-05-08,Cancelled
5857,5857,Basic,199,2019-11-03,,Active
5858,5858,Basic,199,2021-08-22,,Active
5859,5859,Premium,649,2019-01-16,,Active
5860,5860,Standard,499,2023-12-23,,Active
5861,5861,Premium,649,2022-04-06,,Active
5862,5862,Premium,649,2018-12-29,2022-05-29,Cancelled
5863,5863,Standard,499,2018-05-23,2019-08-23,Cancelled
5864,5864,Premium,649,2021-03-22,,Active
5865,5865,Basic,199,2019-03-30,,Active
5866,5866,Standard,499,2024-04-03,,Active
5867,5867,Standard,499,2019-10-07,,Active
5868,5868,Basic,199,2020-05-28,,Active
5869,5869,Standard,499,2024-07-17,2028-01-17,Cancelled
5870,5870,Premium,649,2019-11-19,,Active
5871,5871,Standard,499,2020-10-27,,Active
5872,5872,Standard,499,2021-09-26,,Active
5873,5873,Basic,199,2022-11-18,2025-07-18,Cancelled
5874,5874,Basic,199,2021-03-15,2023-07-15,Cancelled
5875,5875,Standard,499,2021-06-21,2022-06-21,Cancelled
5876,5876,Standard,499,2025-11-15,,Active
5877,5877,Standard,499,2021-04-25,,Active
5878,5878,Standard,499,2025-04-29,,Active
5879,5879,Basic,199,2024-11-18,2028-07-18,Cancelled
5880,5880,Basic,199,2020-07-15,,Active
5881,5881,Basic,199,2023-10-31,,Active
5882,5882,Premium,649,2025-10-15,,Active
5883,5883,Basic,199,2023-07-21,2025-08-21,Cancelled
5884,5884,Standard,499,2020-03-12,2022-01-12,Cancelled
5885,5885,Standard,499,2022-12-14,2025-09-14,Cancelled
5886,5886,Standard,499,2018-03-29,2021-05-29,Cancelled
5887,5887,Standard,499,2020-10-13,,Active
5888,5888,Basic,199,2024-04-10,,Active
5889,5889,Standard,499,2023-09-18,,Active
5890,5890,Standard,499,2021-08-16,2024-01-16,Cancelled
5891,5891,Premium,649,2021-01-01,,Active
5892,5892,Standard,499,2022-08-27,,Active
5893,5893,Standard,499,2018-11-25,,Active
5894,5894,Basic,199,2023-09-02,,Active
5895,5895,Premium,649,2021-05-12,,Active
5896,5896,Basic,199,2021-01-16,,Active
5897,5897,Standard,499,2025-04-23,,Active
5898,5898,Premium,649,2019-09-02,,Active
5899,5899,Premium,649,2021-11-29,2025-05-29,Cancelled
5900,5900,Premium,649,2018-05-27,2022-03-27,Cancelled
5901,5901,Standard,499,2020-12-07,,Active
5902,5902,Standard,499,2020-06-03,,Active
5903,5903,Premium,649,2019-05-27,2022-03-27,Cancelled
5904,5904,Standard,499,2025-05-04,2028-03-04,Cancelled
5905,5905,Basic,199,2020-01-20,,Active
5906,5906,Basic,199,2021-01-26,2023-03-26,Cancelled
5907,5907,Premium,649,2025-11-08,,Active
5908,5908,Premium,649,2019-11-27,2021-05-27,Cancelled
5909,5909,Premium,649,2021-08-13,,Active
5910,5910,Basic,199,2024-01-22,2027-08-22,Cancelled
5911,5911,Basic,199,2025-03-31,,Active
5912,5912,Basic,199,2025-05-28,,Active
5913,5913,Basic,199,2020-12-27,,Active
5914,5914,Premium,649,2025-03-06,,Active
5915,5915,Standard,499,2023-04-11,,Active
5916,5916,Premium,649,2021-01-15,,Active
5917,5917,Basic,199,2022-11-05,2026-01-05,Cancelled
5918,5918,Basic,199,2022-08-11,2025-05-11,Cancelled
5919,5919,Basic,199,2020-10-02,2021-04-02,Cancelled
5920,5920,Basic,199,2021-04-03,2021-12-03,Cancelled
5921,5921,Basic,199,2024-09-30,,Active
5922,5922,Premium,649,2023-01-01,,Active
5923,5923,Premium,649,2025-08-12,,Active
5924,5924,Standard,499,2022-10-03,2025-03-03,Cancelled
5925,5925,Basic,199,2023-05-20,,Active
5926,5926,Basic,199,2020-06-23,,Active
5927,5927,Standard,499,2025-04-20,,Active
5928,5928,Premium,649,2025-09-03,,Active
5929,5929,Standard,499,2019-02-21,2023-09-21,Cancelled
5930,5930,Premium,649,2018-07-19,2023-06-19,Cancelled
5931,5931,Standard,499,2021-08-19,,Active
5932,5932,Basic,199,2023-09-17,,Active
5933,5933,Standard,499,2021-11-23,2022-05-23,Cancelled
5934,5934,Standard,499,2025-09-07,2029-11-07,Cancelled
5935,5935,Premium,649,2021-03-22,2025-07-22,Cancelled
5936,5936,Premium,649,2024-11-28,,Active
5937,5937,Basic,199,2021-10-27,2025-10-27,Cancelled
5938,5938,Premium,649,2022-06-04,2023-11-04,Cancelled
5939,5939,Basic,199,2019-04-02,2019-11-02,Cancelled
5940,5940,Premium,649,2020-05-30,2022-10-30,Cancelled
5941,5941,Premium,649,2024-08-13,,Active
5942,5942,Standard,499,2025-10-19,,Active
5943,5943,Premium,649,2025-05-28,,Active
5944,5944,Basic,199,2022-02-02,,Active
5945,5945,Premium,649,2025-08-17,2029-02-17,Cancelled
5946,5946,Standard,499,2022-05-09,,Active
5947,5947,Basic,199,2019-07-12,2023-07-12,Cancelled
5948,5948,Standard,499,2020-04-26,,Active
5949,5949,Basic,199,2018-04-05,,Active
5950,5950,Basic,199,2025-06-09,2028-03-09,Cancelled
5951,5951,Basic,199,2018-05-14,,Active
5952,5952,Basic,199,2020-03-20,,Active
5953,5953,Premium,649,2024-06-10,,Active
5954,5954,Basic,199,2023-02-27,2026-07-27,Cancelled
5955,5955,Basic,199,2021-01-10,2021-07-10,Cancelled
5956,5956,Standard,499,2021-11-28,2026-02-28,Cancelled
5957,5957,Premium,649,2022-09-21,2023-08-21,Cancelled
5958,5958,Standard,499,2023-09-27,,Active
5959,5959,Standard,499,2019-06-10,,Active
5960,5960,Basic,199,2023-03-06,,Active
5961,5961,Basic,199,2024-04-23,2025-06-23,Cancelled
5962,5962,Premium,649,2025-10-28,,Active
5963,5963,Standard,499,2025-01-26,,Active
5964,5964,Basic,199,2024-05-03,2029-05-03,Cancelled
5965,5965,Standard,499,2024-07-05,2026-04-05,Cancelled
5966,5966,Basic,199,2025-04-12,,Active
5967,5967,Basic,199,2021-11-06,,Active
5968,5968,Basic,199,2018-08-14,,Active
5969,5969,Basic,199,2019-01-13,,Active
5970,5970,Standard,499,2018-02-06,,Active
5971,5971,Standard,499,2022-08-18,,Active
5972,5972,Premium,649,2019-05-04,,Active
5973,5973,Premium,649,2025-03-30,2027-12-30,Cancelled
5974,5974,Basic,199,2024-04-15,2025-02-15,Cancelled
5975,5975,Basic,199,2025-01-31,,Active
5976,5976,Standard,499,2021-07-07,,Active
5977,5977,Premium,649,2021-09-11,,Active
5978,5978,Premium,649,2022-10-20,2025-11-20,Cancelled
5979,5979,Basic,199,2022-12-30,,Active
5980,5980,Premium,649,2019-01-12,,Active
5981,5981,Premium,649,2024-04-07,,Active
5982,5982,Premium,649,2024-12-05,,Active
5983,5983,Standard,499,2024-08-14,,Active
5984,5984,Basic,199,2019-02-23,,Active
5985,5985,Basic,199,2024-10-26,,Active
5986,5986,Standard,499,2025-03-09,,Active
5987,5987,Premium,649,2018-04-10,,Active
5988,5988,Standard,499,2018-06-29,,Active
5989,5989,Premium,649,2021-07-16,,Active
5990,5990,Premium,649,2024-04-07,,Active
5991,5991,Standard,499,2022-10-09,,Active
5992,5992,Basic,199,2021-09-24,2023-09-24,Cancelled
5993,5993,Standard,499,2020-04-06,2024-09-06,Cancelled
5994,5994,Basic,199,2024-06-19,,Active
5995,5995,Standard,499,2020-03-22,,Active
5996,5996,Basic,199,2025-12-28,,Active
5997,5997,Basic,199,2018-09-19,,Active
5998,5998,Basic,199,2021-04-10,,Active
5999,5999,Basic,199,2022-09-13,,Active
6000,6000,Basic,199,2025-10-12,2028-05-12,Cancelled
6001,6001,Premium,649,2018-01-01,,Active
6002,6002,Standard,499,2025-05-11,,Active
6003,6003,Standard,499,2022-05-09,2023-07-09,Cancelled
6004,6004,Standard,499,2025-03-11,,Active
6005,6005,Premium,649,2024-02-05,,Active
6006,6006,Premium,649,2023-01-03,2028-01-03,Cancelled
6007,6007,Basic,199,2018-02-18,,Active
6008,6008,Premium,649,2022-11-16,,Active
6009,6009,Standard,499,2020-11-22,,Active
6010,6010,Standard,499,2018-08-13,2019-05-13,Cancelled
6011,6011,Basic,199,2019-07-26,,Active
6012,6012,Basic,199,2022-02-18,,Active
6013,6013,Basic,199,2025-04-24,,Active
6014,6014,Basic,199,2024-10-09,,Active
6015,6015,Premium,649,2021-03-06,,Active
6016,6016,Standard,499,2021-04-24,,Active
6017,6017,Premium,649,2024-09-26,2028-09-26,Cancelled
6018,6018,Premium,649,2024-04-01,2028-02-01,Cancelled
6019,6019,Basic,199,2023-12-15,,Active
6020,6020,Standard,499,2021-03-22,2024-10-22,Cancelled
6021,6021,Basic,199,2022-06-02,,Active
6022,6022,Basic,199,2024-04-10,,Active
6023,6023,Standard,499,2018-08-14,2022-12-14,Cancelled
6024,6024,Standard,499,2025-12-15,,Active
6025,6025,Basic,199,2018-11-04,,Active
6026,6026,Basic,199,2019-02-21,2019-11-21,Cancelled
6027,6027,Basic,199,2023-12-03,,Active
6028,6028,Standard,499,2018-03-23,2019-06-23,Cancelled
6029,6029,Premium,649,2024-05-24,,Active
6030,6030,Premium,649,2023-02-21,,Active
6031,6031,Premium,649,2018-03-19,,Active
6032,6032,Premium,649,2019-08-13,,Active
6033,6033,Basic,199,2022-08-05,2027-01-05,Cancelled
6034,6034,Basic,199,2020-10-11,,Active
6035,6035,Premium,649,2021-07-15,,Active
6036,6036,Standard,499,2021-02-05,2023-07-05,Cancelled
6037,6037,Premium,649,2019-06-03,,Active
6038,6038,Basic,199,2024-10-01,,Active
6039,6039,Standard,499,2018-11-24,2022-08-24,Cancelled
6040,6040,Standard,499,2025-12-12,2027-11-12,Cancelled
6041,6041,Basic,199,2024-01-04,,Active
6042,6042,Premium,649,2024-08-08,,Active
6043,6043,Premium,649,2022-12-03,,Active
6044,6044,Standard,499,2022-05-29,2027-03-29,Cancelled
6045,6045,Standard,499,2023-08-19,,Active
6046,6046,Premium,649,2020-05-02,,Active
6047,6047,Standard,499,2022-01-04,,Active
6048,6048,Standard,499,2024-09-07,,Active
6049,6049,Premium,649,2018-07-09,,Active
6050,6050,Basic,199,2025-04-14,,Active
6051,6051,Standard,499,2020-08-01,,Active
6052,6052,Premium,649,2022-12-21,,Active
6053,6053,Standard,499,2025-10-19,,Active
6054,6054,Basic,199,2019-01-20,2023-07-20,Cancelled
6055,6055,Standard,499,2025-06-13,,Active
6056,6056,Basic,199,2020-02-03,,Active
6057,6057,Basic,199,2024-04-02,,Active
6058,6058,Basic,199,2025-09-18,,Active
6059,6059,Premium,649,2025-04-22,,Active
6060,6060,Basic,199,2020-06-02,,Active
6061,6061,Basic,199,2025-01-26,2027-06-26,Cancelled
6062,6062,Standard,499,2023-04-28,,Active
6063,6063,Basic,199,2022-06-08,2026-06-08,Cancelled
6064,6064,Premium,649,2019-06-22,,Active
6065,6065,Basic,199,2022-05-07,,Active
6066,6066,Premium,649,2019-03-26,,Active
6067,6067,Basic,199,2018-08-02,,Active
6068,6068,Basic,199,2018-07-21,,Active
6069,6069,Premium,649,2025-06-12,,Active
6070,6070,Basic,199,2018-02-17,,Active
6071,6071,Basic,199,2022-09-22,2023-11-22,Cancelled
6072,6072,Basic,199,2024-05-05,2028-08-05,Cancelled
6073,6073,Standard,499,2021-07-16,2022-06-16,Cancelled
6074,6074,Basic,199,2023-07-02,2025-08-02,Cancelled
6075,6075,Premium,649,2023-01-09,2025-11-09,Cancelled
6076,6076,Premium,649,2018-08-31,2020-12-31,Cancelled
6077,6077,Basic,199,2018-02-05,,Active
6078,6078,Premium,649,2025-08-30,,Active
6079,6079,Premium,649,2020-06-19,,Active
6080,6080,Basic,199,2018-09-05,,Active
6081,6081,Premium,649,2019-09-22,2021-12-22,Cancelled
6082,6082,Standard,499,2020-07-06,,Active
6083,6083,Premium,649,2018-06-05,,Active
6084,6084,Premium,649,2021-12-29,,Active
6085,6085,Basic,199,2024-05-17,,Active
6086,6086,Standard,499,2019-03-13,2022-08-13,Cancelled
6087,6087,Premium,649,2024-10-04,,Active
6088,6088,Premium,649,2022-04-29,,Active
6089,6089,Premium,649,2020-12-25,,Active
6090,6090,Basic,199,2024-08-04,,Active
6091,6091,Standard,499,2023-07-18,,Active
6092,6092,Premium,649,2020-03-22,,Active
6093,6093,Premium,649,2020-09-15,2025-04-15,Cancelled
6094,6094,Premium,649,2020-06-11,2023-02-11,Cancelled
6095,6095,Premium,649,2021-07-09,,Active
6096,6096,Basic,199,2022-12-27,,Active
6097,6097,Standard,499,2025-01-27,2025-10-27,Cancelled
6098,6098,Standard,499,2019-12-31,,Active
6099,6099,Standard,499,2025-08-26,,Active
6100,6100,Standard,499,2019-08-27,2021-01-27,Cancelled
6101,6101,Basic,199,2024-07-12,2028-12-12,Cancelled
6102,6102,Premium,649,2024-08-16,2028-06-16,Cancelled
6103,6103,Basic,199,2018-03-01,2019-10-01,Cancelled
6104,6104,Standard,499,2021-05-11,,Active
6105,6105,Basic,199,2019-03-30,,Active
6106,6106,Basic,199,2018-07-08,,Active
6107,6107,Basic,199,2019-12-21,2021-06-21,Cancelled
6108,6108,Basic,199,2019-04-11,2020-11-11,Cancelled
6109,6109,Standard,499,2022-02-28,2026-09-28,Cancelled
6110,6110,Basic,199,2023-05-21,,Active
6111,6111,Standard,499,2020-06-10,,Active
6112,6112,Standard,499,2025-08-15,,Active
6113,6113,Basic,199,2020-01-06,,Active
6114,6114,Premium,649,2019-07-10,,Active
6115,6115,Standard,499,2021-11-08,,Active
6116,6116,Basic,199,2021-08-26,,Active
6117,6117,Basic,199,2021-05-14,2023-11-14,Cancelled
6118,6118,Basic,199,2019-11-14,,Active
6119,6119,Standard,499,2021-09-04,2026-02-04,Cancelled
6120,6120,Basic,199,2018-01-14,2019-03-14,Cancelled
6121,6121,Basic,199,2019-01-22,,Active
6122,6122,Standard,499,2018-06-30,2020-07-30,Cancelled
6123,6123,Premium,649,2022-12-22,2023-09-22,Cancelled
6124,6124,Basic,199,2024-09-17,,Active
6125,6125,Standard,499,2022-08-12,,Active
6126,6126,Basic,199,2018-10-30,,Active
6127,6127,Basic,199,2022-08-08,,Active
6128,6128,Basic,199,2025-07-01,,Active
6129,6129,Standard,499,2022-09-21,,Active
6130,6130,Premium,649,2024-04-24,,Active
6131,6131,Basic,199,2024-08-05,,Active
6132,6132,Standard,499,2018-02-23,,Active
6133,6133,Premium,649,2023-11-29,,Active
6134,6134,Standard,499,2023-08-19,,Active
6135,6135,Premium,649,2018-12-03,,Active
6136,6136,Basic,199,2020-03-23,,Active
6137,6137,Standard,499,2023-09-28,,Active
6138,6138,Premium,649,2018-09-02,,Active
6139,6139,Basic,199,2020-11-01,2024-03-01,Cancelled
6140,6140,Standard,499,2018-04-26,,Active
6141,6141,Standard,499,2023-04-01,2024-04-01,Cancelled
6142,6142,Basic,199,2022-09-01,,Active
6143,6143,Premium,649,2025-08-14,,Active
6144,6144,Standard,499,2022-01-03,,Active
6145,6145,Standard,499,2022-05-17,,Active
6146,6146,Standard,499,2021-02-05,2022-04-05,Cancelled
6147,6147,Premium,649,2018-07-13,2023-03-13,Cancelled
6148,6148,Standard,499,2024-01-05,,Active
6149,6149,Basic,199,2019-10-14,2023-03-14,Cancelled
6150,6150,Standard,499,2025-01-27,,Active
6151,6151,Basic,199,2025-12-12,,Active
6152,6152,Basic,199,2022-02-13,,Active
6153,6153,Premium,649,2021-09-10,,Active
6154,6154,Basic,199,2022-08-17,2025-07-17,Cancelled
6155,6155,Standard,499,2021-02-20,,Active
6156,6156,Premium,649,2023-08-26,2027-10-26,Cancelled
6157,6157,Basic,199,2025-12-04,,Active
6158,6158,Premium,649,2020-06-15,,Active
6159,6159,Basic,199,2020-06-06,,Active
6160,6160,Premium,649,2019-05-14,,Active
6161,6161,Standard,499,2018-08-06,,Active
6162,6162,Standard,499,2024-05-24,,Active
6163,6163,Basic,199,2018-01-21,2022-11-21,Cancelled
6164,6164,Standard,499,2023-05-04,2025-04-04,Cancelled
6165,6165,Premium,649,2020-12-22,2022-03-22,Cancelled
6166,6166,Standard,499,2018-04-04,,Active
6167,6167,Standard,499,2022-02-02,,Active
6168,6168,Standard,499,2022-01-07,,Active
6169,6169,Basic,199,2021-09-02,,Active
6170,6170,Basic,199,2018-10-09,2021-01-09,Cancelled
6171,6171,Standard,499,2018-07-04,,Active
6172,6172,Premium,649,2020-10-29,2021-08-29,Cancelled
6173,6173,Premium,649,2020-09-25,,Active
6174,6174,Premium,649,2024-04-20,,Active
6175,6175,Premium,649,2019-12-16,2022-04-16,Cancelled
6176,6176,Premium,649,2020-07-10,2022-03-10,Cancelled
6177,6177,Standard,499,2018-03-06,,Active
6178,6178,Basic,199,2019-11-16,,Active
6179,6179,Standard,499,2024-03-21,,Active
6180,6180,Standard,499,2018-07-14,,Active
6181,6181,Premium,649,2022-12-15,,Active
6182,6182,Standard,499,2023-10-22,,Active
6183,6183,Standard,499,2024-01-11,,Active
6184,6184,Basic,199,2019-06-09,,Active
6185,6185,Premium,649,2025-05-10,2028-09-10,Cancelled
6186,6186,Basic,199,2021-07-20,,Active
6187,6187,Standard,499,2023-09-02,,Active
6188,6188,Basic,199,2021-01-23,,Active
6189,6189,Standard,499,2022-06-27,2027-03-27,Cancelled
6190,6190,Premium,649,2020-11-22,,Active
6191,6191,Premium,649,2025-10-29,,Active
6192,6192,Basic,199,2025-06-08,2027-04-08,Cancelled
6193,6193,Premium,649,2024-04-09,,Active
6194,6194,Premium,649,2025-12-12,2027-07-12,Cancelled
6195,6195,Premium,649,2020-02-27,,Active
6196,6196,Premium,649,2018-11-03,,Active
6197,6197,Premium,649,2023-02-03,,Active
6198,6198,Premium,649,2019-12-27,,Active
6199,6199,Premium,649,2018-08-26,2019-11-26,Cancelled
6200,6200,Premium,649,2021-11-08,,Active
6201,6201,Basic,199,2019-06-22,,Active
6202,6202,Basic,199,2020-01-31,,Active
6203,6203,Premium,649,2021-06-23,,Active
6204,6204,Basic,199,2019-06-20,,Active
6205,6205,Premium,649,2020-09-30,,Active
6206,6206,Standard,499,2018-07-29,,Active
6207,6207,Standard,499,2022-08-07,2023-11-07,Cancelled
6208,6208,Standard,499,2019-11-30,,Active
6209,6209,Basic,199,2023-04-08,2026-11-08,Cancelled
6210,6210,Premium,649,2022-02-02,,Active
6211,6211,Basic,199,2024-11-19,,Active
6212,6212,Basic,199,2018-08-09,,Active
6213,6213,Basic,199,2024-07-26,,Active
6214,6214,Standard,499,2024-04-09,,Active
6215,6215,Basic,199,2022-12-25,,Active
6216,6216,Standard,499,2022-02-10,,Active
6217,6217,Basic,199,2025-12-13,,Active
6218,6218,Basic,199,2018-09-29,,Active
6219,6219,Basic,199,2019-01-27,,Active
6220,6220,Basic,199,2025-12-08,,Active
6221,6221,Basic,199,2022-07-15,2026-08-15,Cancelled
6222,6222,Standard,499,2019-06-14,2024-06-14,Cancelled
6223,6223,Premium,649,2018-01-06,,Active
6224,6224,Premium,649,2019-03-15,,Active
6225,6225,Standard,499,2023-12-15,,Active
6226,6226,Premium,649,2021-11-27,,Active
6227,6227,Standard,499,2023-10-09,,Active
6228,6228,Premium,649,2020-12-20,,Active
6229,6229,Premium,649,2018-08-25,,Active
6230,6230,Standard,499,2024-11-01,,Active
6231,6231,Basic,199,2020-01-12,,Active
6232,6232,Premium,649,2018-05-06,,Active
6233,6233,Standard,499,2021-06-23,2025-03-23,Cancelled
6234,6234,Basic,199,2019-03-17,,Active
6235,6235,Premium,649,2024-11-30,2026-02-28,Cancelled
6236,6236,Premium,649,2018-04-12,,Active
6237,6237,Basic,199,2019-04-05,,Active
6238,6238,Premium,649,2023-07-28,,Active
6239,6239,Basic,199,2023-11-27,2025-11-27,Cancelled
6240,6240,Premium,649,2023-09-25,,Active
6241,6241,Standard,499,2021-02-28,,Active
6242,6242,Standard,499,2022-08-26,,Active
6243,6243,Standard,499,2018-05-29,,Active
6244,6244,Standard,499,2018-10-13,2019-11-13,Cancelled
6245,6245,Standard,499,2018-01-29,2020-06-29,Cancelled
6246,6246,Basic,199,2023-02-05,,Active
6247,6247,Basic,199,2020-11-20,,Active
6248,6248,Premium,649,2018-09-07,2021-10-07,Cancelled
6249,6249,Standard,499,2018-07-01,,Active
6250,6250,Standard,499,2025-04-18,,Active
6251,6251,Premium,649,2020-09-07,,Active
6252,6252,Premium,649,2023-04-29,,Active
6253,6253,Basic,199,2024-05-06,,Active
6254,6254,Basic,199,2024-06-15,,Active
6255,6255,Basic,199,2021-03-21,2021-09-21,Cancelled
6256,6256,Premium,649,2018-05-29,,Active
6257,6257,Premium,649,2018-03-15,,Active
6258,6258,Premium,649,2025-09-01,,Active
6259,6259,Standard,499,2025-01-17,,Active
6260,6260,Standard,499,2025-07-12,2030-01-12,Cancelled
6261,6261,Premium,649,2019-06-27,,Active
6262,6262,Standard,499,2022-11-10,,Active
6263,6263,Basic,199,2021-09-04,2024-12-04,Cancelled
6264,6264,Standard,499,2019-11-04,2024-10-04,Cancelled
6265,6265,Standard,499,2022-05-18,2027-03-18,Cancelled
6266,6266,Standard,499,2023-09-11,2026-07-11,Cancelled
6267,6267,Basic,199,2018-02-11,2021-10-11,Cancelled
6268,6268,Standard,499,2018-06-20,2022-10-20,Cancelled
6269,6269,Standard,499,2019-01-03,,Active
6270,6270,Premium,649,2024-06-01,,Active
6271,6271,Basic,199,2025-01-19,,Active
6272,6272,Standard,499,2025-01-20,2027-05-20,Cancelled
6273,6273,Standard,499,2020-10-07,,Active
6274,6274,Premium,649,2019-09-17,,Active
6275,6275,Premium,649,2024-08-14,,Active
6276,6276,Standard,499,2019-10-15,,Active
6277,6277,Premium,649,2024-12-12,2025-08-12,Cancelled
6278,6278,Standard,499,2021-04-15,,Active
6279,6279,Premium,649,2024-02-02,,Active
6280,6280,Premium,649,2021-11-22,,Active
6281,6281,Premium,649,2025-11-01,2030-09-01,Cancelled
6282,6282,Basic,199,2025-06-02,,Active
6283,6283,Standard,499,2023-03-30,,Active
6284,6284,Premium,649,2023-04-30,,Active
6285,6285,Premium,649,2020-01-19,,Active
6286,6286,Standard,499,2023-08-05,,Active
6287,6287,Premium,649,2023-03-01,,Active
6288,6288,Basic,199,2020-11-21,,Active
6289,6289,Basic,199,2019-11-22,,Active
6290,6290,Standard,499,2018-03-09,2019-10-09,Cancelled
6291,6291,Basic,199,2022-03-07,,Active
6292,6292,Premium,649,2021-08-14,,Active
6293,6293,Premium,649,2023-05-07,,Active
6294,6294,Premium,649,2025-06-18,,Active
6295,6295,Premium,649,2021-08-27,,Active
6296,6296,Basic,199,2021-05-21,2025-06-21,Cancelled
6297,6297,Standard,499,2025-04-15,2027-11-15,Cancelled
6298,6298,Basic,199,2019-11-30,,Active
6299,6299,Premium,649,2025-11-20,2027-03-20,Cancelled
6300,6300,Basic,199,2020-12-04,,Active
6301,6301,Standard,499,2019-09-06,,Active
6302,6302,Standard,499,2024-07-07,,Active
6303,6303,Premium,649,2023-04-12,,Active
6304,6304,Premium,649,2018-08-31,2021-12-31,Cancelled
6305,6305,Basic,199,2024-07-31,,Active
6306,6306,Premium,649,2021-04-01,,Active
6307,6307,Premium,649,2023-01-04,,Active
6308,6308,Basic,199,2025-02-19,,Active
6309,6309,Standard,499,2024-01-28,,Active
6310,6310,Basic,199,2021-05-23,,Active
6311,6311,Basic,199,2023-09-21,,Active
6312,6312,Premium,649,2019-07-28,,Active
6313,6313,Premium,649,2018-04-03,,Active
6314,6314,Basic,199,2024-07-22,,Active
6315,6315,Premium,649,2018-09-30,2019-06-30,Cancelled
6316,6316,Standard,499,2025-11-03,,Active
6317,6317,Standard,499,2018-01-09,2020-01-09,Cancelled
6318,6318,Premium,649,2021-12-23,2023-07-23,Cancelled
6319,6319,Premium,649,2022-05-11,,Active
6320,6320,Premium,649,2020-03-23,,Active
6321,6321,Premium,649,2023-10-17,,Active
6322,6322,Premium,649,2019-03-29,2020-12-29,Cancelled
6323,6323,Premium,649,2022-06-11,,Active
6324,6324,Premium,649,2019-02-24,,Active
6325,6325,Premium,649,2023-08-02,,Active
6326,6326,Premium,649,2018-03-24,2019-09-24,Cancelled
6327,6327,Basic,199,2022-04-14,,Active
6328,6328,Premium,649,2025-03-25,,Active
6329,6329,Basic,199,2018-11-21,2022-12-21,Cancelled
6330,6330,Premium,649,2019-11-22,2020-12-22,Cancelled
6331,6331,Standard,499,2022-03-23,,Active
6332,6332,Standard,499,2022-12-06,2027-09-06,Cancelled
6333,6333,Premium,649,2023-04-27,,Active
6334,6334,Standard,499,2019-09-12,2020-10-12,Cancelled
6335,6335,Basic,199,2018-09-21,,Active
6336,6336,Premium,649,2022-08-31,,Active
6337,6337,Premium,649,2023-09-13,,Active
6338,6338,Basic,199,2023-08-09,,Active
6339,6339,Standard,499,2025-01-20,,Active
6340,6340,Premium,649,2018-03-23,,Active
6341,6341,Standard,499,2025-08-02,,Active
6342,6342,Premium,649,2024-04-16,,Active
6343,6343,Standard,499,2019-11-15,,Active
6344,6344,Basic,199,2025-07-10,,Active
6345,6345,Standard,499,2025-04-14,,Active
6346,6346,Basic,199,2022-10-17,2024-08-17,Cancelled
6347,6347,Basic,199,2019-05-16,,Active
6348,6348,Premium,649,2024-03-30,2027-02-28,Cancelled
6349,6349,Standard,499,2025-07-14,,Active
6350,6350,Basic,199,2018-02-08,,Active
6351,6351,Standard,499,2024-01-03,,Active
6352,6352,Basic,199,2022-07-10,,Active
6353,6353,Basic,199,2025-09-29,2026-07-29,Cancelled
6354,6354,Basic,199,2021-02-19,,Active
6355,6355,Basic,199,2023-04-03,2025-09-03,Cancelled
